Fecha,DolarCCL,DolarMEP
14/07/2017,"17,09",
13/07/2017,"17,11",
12/07/2017,"17,14",
11/07/2017,"17,02",
10/07/2017,"16,94",
07/07/2017,"16,96",
06/07/2017,"17,09",
05/07/2017,"16,84",
03/07/2017,"16,64",
30/06/2017,"16,45",
29/06/2017,"16,41",
28/06/2017,"16,32",
27/06/2017,"16,37",
26/06/2017,"16,25",
23/06/2017,"16,15",
22/06/2017,"16,16",
21/06/2017,"16,13",
19/06/2017,"16,07",
16/06/2017,"16,00",
15/06/2017,"15,94",
14/06/2017,"15,87",
13/06/2017,"15,90",
12/06/2017,"15,90",
09/06/2017,"15,97",
08/06/2017,"16,10",
07/06/2017,"16,15",
06/06/2017,"16,11",
05/06/2017,"16,11",
02/06/2017,"16,10",
01/06/2017,"16,20",
31/05/2017,"16,22",
30/05/2017,"16,09",
26/05/2017,"16,22",
24/05/2017,"16,20",
23/05/2017,"16,21",
22/05/2017,"15,92",
19/05/2017,"15,90",
18/05/2017,"15,67",
17/05/2017,"15,63",
16/05/2017,"15,59",
15/05/2017,"15,53",
12/05/2017,"15,50",
11/05/2017,"15,50",
10/05/2017,"15,56",
09/05/2017,"15,46",
08/05/2017,"15,34",
05/05/2017,"15,39",
04/05/2017,"15,35",
03/05/2017,"15,32",
02/05/2017,"15,45",
28/04/2017,"15,48",
27/04/2017,"15,51",
26/04/2017,"15,43",
25/04/2017,"15,47",
24/04/2017,"15,53",
21/04/2017,"15,47",
20/04/2017,"15,76",
19/04/2017,"15,65",
18/04/2017,"15,48",
17/04/2017,"15,48",
12/04/2017,"15,48",
11/04/2017,"15,43",
10/04/2017,"15,46",
07/04/2017,"15,51",
06/04/2017,"15,48",
05/04/2017,"15,49",
04/04/2017,"15,49",
03/04/2017,"15,51",
31/03/2017,"15,49",
30/03/2017,"15,50",
29/03/2017,"15,59",
28/03/2017,"15,63",
27/03/2017,"15,61",
23/03/2017,"15,62",
22/03/2017,"15,63",
21/03/2017,"15,67",
20/03/2017,"15,57",
17/03/2017,"15,59",
16/03/2017,"15,63",
15/03/2017,"15,56",
14/03/2017,"15,53",
13/03/2017,"15,57",
10/03/2017,"15,62",
09/03/2017,"15,69",
08/03/2017,"15,64",
07/03/2017,"15,53",
06/03/2017,"15,58",
03/03/2017,"15,53",
02/03/2017,"15,53",
01/03/2017,"15,59",
24/02/2017,"15,62",
23/02/2017,"15,68",
22/02/2017,"15,68",
21/02/2017,"15,73",
17/02/2017,"15,49",
16/02/2017,"15,48",
15/02/2017,"15,56",
14/02/2017,"15,57",
13/02/2017,"15,60",
10/02/2017,"15,63",
09/02/2017,"15,73",
08/02/2017,"15,74",
07/02/2017,"15,79",
06/02/2017,"15,73",
03/02/2017,"15,84",
02/02/2017,"15,85",
01/02/2017,"15,96",
31/01/2017,"16,01",
30/01/2017,"16,01",
27/01/2017,"16,00",
26/01/2017,"16,00",
25/01/2017,"15,96",
24/01/2017,"15,93",
23/01/2017,"15,97",
20/01/2017,"15,96",
19/01/2017,"16,00",
18/01/2017,"16,02",
17/01/2017,"15,92",
13/01/2017,"15,84",
12/01/2017,"15,82",
11/01/2017,"15,89",
10/01/2017,"16,00",
09/01/2017,"15,91",
06/01/2017,"16,06",
05/01/2017,"16,03",
04/01/2017,"16,02",
03/01/2017,"16,09",
29/12/2016,"15,87",
28/12/2016,"15,73",
27/12/2016,"15,71",
23/12/2016,"15,87",
22/12/2016,"16,01",
21/12/2016,"15,96",
20/12/2016,"15,98",
19/12/2016,"16,09",
16/12/2016,"16,05",
15/12/2016,"16,06",
14/12/2016,"16,09",
13/12/2016,"16,12",
12/12/2016,"16,07",
07/12/2016,"15,98",
06/12/2016,"16,07",
05/12/2016,"16,02",
02/12/2016,"15,86",
01/12/2016,"15,96",
30/11/2016,"15,79",
29/11/2016,"15,65",
23/11/2016,"15,58",
22/11/2016,"15,53",
21/11/2016,"15,60",
18/11/2016,"15,62",
17/11/2016,"15,65",
16/11/2016,"15,61",
15/11/2016,"15,77",
14/11/2016,"15,47",
11/11/2016,"15,10",
10/11/2016,"15,02",
09/11/2016,"15,05",
08/11/2016,"15,16",
07/11/2016,"15,13",
04/11/2016,"15,17",
03/11/2016,"15,19",
02/11/2016,"15,16",
01/11/2016,"15,23",
31/10/2016,"15,29",
28/10/2016,"15,24",
27/10/2016,"15,26",
26/10/2016,"15,26",
25/10/2016,"15,20",
24/10/2016,"15,22",
21/10/2016,"15,26",
20/10/2016,"15,28",
19/10/2016,"15,25",
18/10/2016,"15,25",
17/10/2016,"15,16",
14/10/2016,"15,21",
13/10/2016,"15,20",
12/10/2016,"15,26",
11/10/2016,"15,28",
07/10/2016,"15,26",
06/10/2016,"15,24",
05/10/2016,"15,24",
04/10/2016,"15,22",
03/10/2016,"15,28",
30/09/2016,"15,39",
29/09/2016,"15,41",
28/09/2016,"15,35",
27/09/2016,"15,22",
26/09/2016,"15,20",
23/09/2016,"15,23",
22/09/2016,"15,24",
21/09/2016,"15,24",
20/09/2016,"15,26",
19/09/2016,"15,17",
16/09/2016,"15,10",
15/09/2016,"15,10",
14/09/2016,"15,06",
13/09/2016,"15,04",
12/09/2016,"15,01",
09/09/2016,"15,04",
08/09/2016,"15,13",
07/09/2016,"15,08",
06/09/2016,"15,06",
02/09/2016,"14,95",
01/09/2016,"14,99",
31/08/2016,"15,10",
30/08/2016,"15,20",
29/08/2016,"15,05",
26/08/2016,"14,99",
25/08/2016,"14,91",
24/08/2016,"14,87",
23/08/2016,"14,88",
22/08/2016,"14,93",
19/08/2016,"14,95",
18/08/2016,"14,83",
17/08/2016,"14,76",
16/08/2016,"14,77",
12/08/2016,"14,77",
11/08/2016,"14,85",
10/08/2016,"14,85",
09/08/2016,"14,85",
08/08/2016,"14,97",
05/08/2016,"15,04",
04/08/2016,"14,96",
03/08/2016,"14,93",
02/08/2016,"15,03",
01/08/2016,"15,08",
29/07/2016,"15,11",
28/07/2016,"15,10",
27/07/2016,"15,03",
26/07/2016,"15,07",
25/07/2016,"15,06",
22/07/2016,"15,16",
21/07/2016,"15,18",
20/07/2016,"15,17",
19/07/2016,"15,27",
18/07/2016,"15,03",
15/07/2016,"14,83",
14/07/2016,"14,72",
13/07/2016,"14,68",
12/07/2016,"14,79",
11/07/2016,"14,89",
07/07/2016,"14,95",
06/07/2016,"14,98",
05/07/2016,"15,22",
01/07/2016,"15,32",
30/06/2016,"15,20",
29/06/2016,"15,14",
28/06/2016,"15,40",
27/06/2016,"14,97",
24/06/2016,"14,60",
23/06/2016,"14,28",
22/06/2016,"14,11",
21/06/2016,"14,03",
16/06/2016,"13,87",
15/06/2016,"13,92",
14/06/2016,"13,91",
13/06/2016,"13,88",
10/06/2016,"13,88",
09/06/2016,"13,91",
08/06/2016,"13,98",
07/06/2016,"13,93",
06/06/2016,"13,98",
03/06/2016,"14,03",
02/06/2016,"14,10",
01/06/2016,"14,14",
31/05/2016,"14,05",
27/05/2016,"14,05",
26/05/2016,"14,07",
24/05/2016,"13,97",
23/05/2016,"14,05",
20/05/2016,"14,01",
19/05/2016,"14,03",
18/05/2016,"14,10",
17/05/2016,"14,17",
16/05/2016,"14,17",
13/05/2016,"14,15",
12/05/2016,"14,15",
11/05/2016,"14,23",
10/05/2016,"14,23",
09/05/2016,"14,16",
06/05/2016,"14,19",
05/05/2016,"13,96",
04/05/2016,"14,26",
03/05/2016,"14,24",
02/05/2016,"14,34",
29/04/2016,"14,26",
28/04/2016,"14,25",
27/04/2016,"14,37",
26/04/2016,"14,42",
25/04/2016,"14,47",
22/04/2016,"14,51",
21/04/2016,"14,39",
20/04/2016,"14,41",
19/04/2016,"14,24",
18/04/2016,"14,29",
15/04/2016,"14,51",
14/04/2016,"14,27",
13/04/2016,"14,52",
12/04/2016,"14,61",
11/04/2016,"14,56",
08/04/2016,"14,61",
07/04/2016,"14,75",
06/04/2016,"14,79",
05/04/2016,"14,86",
04/04/2016,"14,86",
01/04/2016,"14,82",
31/03/2016,"14,79",
30/03/2016,"14,75",
29/03/2016,"14,74",
28/03/2016,"14,50",
23/03/2016,"14,46",
22/03/2016,"14,56",
21/03/2016,"14,76",
18/03/2016,"14,88",
17/03/2016,"14,72",
16/03/2016,"14,64",
15/03/2016,"14,81",
14/03/2016,"14,95",
11/03/2016,"15,34",
10/03/2016,"15,35",
09/03/2016,"15,41",
08/03/2016,"15,48",
07/03/2016,"15,46",
04/03/2016,"15,49",
03/03/2016,"15,76",
02/03/2016,"16,03",
01/03/2016,"15,90",
29/02/2016,"15,57",
26/02/2016,"15,45",
25/02/2016,"15,54",
24/02/2016,"15,52",
23/02/2016,"15,32",
22/02/2016,"15,20",
19/02/2016,"15,28",
18/02/2016,"15,36",
17/02/2016,"15,35",
16/02/2016,"15,18",
12/02/2016,"14,95",
11/02/2016,"14,85",
10/02/2016,"14,63",
05/02/2016,"14,51",
04/02/2016,"14,41",
03/02/2016,"14,33",
02/02/2016,"14,40",
01/02/2016,"14,24",
29/01/2016,"13,98",
28/01/2016,"14,00",
27/01/2016,"14,00",
26/01/2016,"14,02",
25/01/2016,"14,14",
22/01/2016,"13,74",
21/01/2016,"13,86",
20/01/2016,"13,90",
19/01/2016,"13,78",
15/01/2016,"13,71",
14/01/2016,"13,83",
13/01/2016,"13,97",
12/01/2016,"14,19",
11/01/2016,"14,47",
08/01/2016,"14,54",
07/01/2016,"14,16",
06/01/2016,"14,20",
05/01/2016,"13,66",
04/01/2016,"13,69",
30/12/2015,"14,14",
29/12/2015,"14,34",
28/12/2015,"14,33",
23/12/2015,"13,90",
22/12/2015,"13,74",
21/12/2015,"13,93",
18/12/2015,"14,02",
17/12/2015,"14,26",
16/12/2015,"14,53",
15/12/2015,"14,88",
14/12/2015,"15,13",
11/12/2015,"15,35",
10/12/2015,"15,17",
09/12/2015,"15,13",
04/12/2015,"14,79",
03/12/2015,"14,73",
02/12/2015,"14,68",
01/12/2015,"14,47",
30/11/2015,"14,51",
25/11/2015,"14,40",
24/11/2015,"14,60",
23/11/2015,"14,86",
20/11/2015,"14,89",
19/11/2015,"14,86",
18/11/2015,"14,92",
17/11/2015,"14,77",
16/11/2015,"14,46",
13/11/2015,"14,37",
12/11/2015,"14,25",
11/11/2015,"14,37",
10/11/2015,"14,29",
09/11/2015,"13,86",
05/11/2015,"13,74",
04/11/2015,"13,77",
03/11/2015,"13,74",
02/11/2015,"13,69",
30/10/2015,"13,66",
29/10/2015,"13,70",
28/10/2015,"13,57",
27/10/2015,"14,04",
26/10/2015,"14,12",
23/10/2015,"14,11",
22/10/2015,"14,04",
21/10/2015,"13,94",
20/10/2015,"14,05",
19/10/2015,"13,97",
16/10/2015,"13,80",
15/10/2015,"13,67",
14/10/2015,"13,85",
13/10/2015,"13,95",
09/10/2015,"13,87",
08/10/2015,"13,94",
07/10/2015,"13,99",
06/10/2015,"14,02",
05/10/2015,"13,90",
02/10/2015,"13,70",
01/10/2015,"13,93",
30/09/2015,"13,94",
29/09/2015,"13,87",
28/09/2015,"13,83",
25/09/2015,"13,34",
24/09/2015,"13,30",
23/09/2015,"13,20",
22/09/2015,"14,15",
21/09/2015,"14,17",
18/09/2015,"14,13",
17/09/2015,"14,13",
16/09/2015,"14,12",
15/09/2015,"14,13",
14/09/2015,"14,10",
11/09/2015,"14,09",
10/09/2015,"14,04",
09/09/2015,"14,07",
08/09/2015,"13,95",
04/09/2015,"13,95",
03/09/2015,"14,08",
02/09/2015,"13,97",
01/09/2015,"13,91",
31/08/2015,"13,89",
28/08/2015,"13,98",
27/08/2015,"13,74",
26/08/2015,"13,80",
25/08/2015,"13,51",
24/08/2015,"13,52",
21/08/2015,"13,46",
20/08/2015,"13,42",
19/08/2015,"13,43",
18/08/2015,"13,44",
14/08/2015,"13,43",
13/08/2015,"13,43",
12/08/2015,"13,41",
11/08/2015,"13,35",
10/08/2015,"13,37",
07/08/2015,"13,33",
06/08/2015,"13,34",
05/08/2015,"13,40",
04/08/2015,"13,45",
03/08/2015,"13,31",
31/07/2015,"13,28",
30/07/2015,"13,24",
29/07/2015,"13,25",
28/07/2015,"13,14",
27/07/2015,"13,14",
24/07/2015,"13,34",
23/07/2015,"13,33",
22/07/2015,"13,58",
21/07/2015,"13,72",
20/07/2015,"13,34",
17/07/2015,"13,26",
16/07/2015,"13,29",
15/07/2015,"13,35",
14/07/2015,"13,27",
13/07/2015,"13,34",
10/07/2015,"13,35",
08/07/2015,"13,28",
07/07/2015,"13,26",
06/07/2015,"13,19",
02/07/2015,"13,38",
01/07/2015,"13,14",
30/06/2015,"12,87",
29/06/2015,"12,86",
26/06/2015,"12,68",
25/06/2015,"12,48",
24/06/2015,"12,36",
23/06/2015,"12,47",
22/06/2015,"12,37",
19/06/2015,"12,43",
18/06/2015,"12,20",
17/06/2015,"12,07",
16/06/2015,"11,86",
15/06/2015,"11,96",
12/06/2015,"11,74",
11/06/2015,"11,70",
10/06/2015,"11,75",
09/06/2015,"11,64",
08/06/2015,"11,65",
05/06/2015,"11,61",
04/06/2015,"11,67",
03/06/2015,"11,72",
02/06/2015,"11,66",
01/06/2015,"11,68",
29/05/2015,"11,71",
28/05/2015,"11,69",
27/05/2015,"11,70",
26/05/2015,"11,84",
22/05/2015,"11,80",
21/05/2015,"11,83",
20/05/2015,"11,83",
19/05/2015,"11,99",
18/05/2015,"12,05",
15/05/2015,"11,94",
14/05/2015,"11,97",
13/05/2015,"11,96",
12/05/2015,"11,96",
11/05/2015,"12,01",
08/05/2015,"11,92",
07/05/2015,"11,90",
06/05/2015,"11,77",
05/05/2015,"11,88",
04/05/2015,"11,93",
30/04/2015,"11,94",
29/04/2015,"11,78",
28/04/2015,"11,80",
27/04/2015,"11,97",
24/04/2015,"11,95",
23/04/2015,"11,88",
22/04/2015,"11,69",
21/04/2015,"11,98",
20/04/2015,"12,11",
17/04/2015,"12,14",
16/04/2015,"12,14",
15/04/2015,"12,15",
14/04/2015,"11,86",
13/04/2015,"11,93",
10/04/2015,"11,95",
09/04/2015,"11,85",
08/04/2015,"12,13",
07/04/2015,"12,13",
06/04/2015,"11,99",
01/04/2015,"12,13",
31/03/2015,"11,97",
30/03/2015,"11,90",
27/03/2015,"11,75",
26/03/2015,"12,01",
25/03/2015,"11,97",
20/03/2015,"12,07",
19/03/2015,"12,04",
18/03/2015,"11,91",
17/03/2015,"12,00",
16/03/2015,"11,97",
13/03/2015,"11,81",
12/03/2015,"11,86",
11/03/2015,"11,87",
10/03/2015,"11,91",
09/03/2015,"11,87",
06/03/2015,"11,74",
05/03/2015,"11,82",
04/03/2015,"11,84",
03/03/2015,"11,82",
02/03/2015,"11,92",
27/02/2015,"11,68",
26/02/2015,"11,77",
25/02/2015,"11,74",
24/02/2015,"11,89",
23/02/2015,"11,96",
20/02/2015,"12,22",
19/02/2015,"12,23",
18/02/2015,"12,29",
13/02/2015,"12,20",
12/02/2015,"12,21",
11/02/2015,"12,25",
10/02/2015,"12,30",
09/02/2015,"12,31",
06/02/2015,"12,11",
05/02/2015,"12,27",
04/02/2015,"12,33",
03/02/2015,"12,02",
02/02/2015,"12,22",
30/01/2015,"12,19",
29/01/2015,"12,31",
28/01/2015,"12,19",
27/01/2015,"12,20",
26/01/2015,"12,18",
23/01/2015,"12,10",
22/01/2015,"12,16",
21/01/2015,"12,46",
20/01/2015,"12,41",
19/01/2015,"12,41",
16/01/2015,"12,45",
15/01/2015,"12,16",
14/01/2015,"12,22",
13/01/2015,"12,07",
12/01/2015,"12,02",
09/01/2015,"12,17",
08/01/2015,"12,13",
07/01/2015,"12,09",
06/01/2015,"11,98",
05/01/2015,"12,24",
02/01/2015,"11,93",
30/12/2014,"11,26",
29/12/2014,"11,27",
23/12/2014,"11,29",
22/12/2014,"11,24",
19/12/2014,"11,33",
18/12/2014,"11,65",
17/12/2014,"11,65",
16/12/2014,"11,39",
15/12/2014,"11,65",
12/12/2014,"11,53",
11/12/2014,"11,30",
10/12/2014,"11,66",
09/12/2014,"11,88",
05/12/2014,"12,01",
04/12/2014,"11,99",
03/12/2014,"11,91",
02/12/2014,"11,90",
01/12/2014,"12,27",
28/11/2014,"11,97",
26/11/2014,"11,97",
25/11/2014,"11,98",
21/11/2014,"11,78",
20/11/2014,"11,75",
19/11/2014,"11,92",
18/11/2014,"12,08",
17/11/2014,"12,12",
14/11/2014,"12,13",
13/11/2014,"12,45",
12/11/2014,"12,55",
11/11/2014,"12,78",
10/11/2014,"12,73",
07/11/2014,"12,98",
05/11/2014,"13,19",
04/11/2014,"13,38",
03/11/2014,"13,05",
31/10/2014,"13,05",
30/10/2014,"13,04",
29/10/2014,"12,93",
28/10/2014,"13,17",
27/10/2014,"13,19",
24/10/2014,"13,07",
23/10/2014,"13,47",
22/10/2014,"13,82",
21/10/2014,"14,07",
20/10/2014,"13,70",
17/10/2014,"13,79",
16/10/2014,"13,25",
15/10/2014,"13,24",
14/10/2014,"13,29",
10/10/2014,"13,46",
09/10/2014,"13,77",
08/10/2014,"14,27",
07/10/2014,"14,17",
06/10/2014,"15,00",
03/10/2014,"13,90",
02/10/2014,"14,36",
01/10/2014,"15,20",
30/09/2014,"14,91",
29/09/2014,"14,69",
26/09/2014,"14,73",
25/09/2014,"14,49",
24/09/2014,"14,49",
23/09/2014,"14,53",
22/09/2014,"13,91",
19/09/2014,"13,61",
18/09/2014,"13,49",
17/09/2014,"13,42",
16/09/2014,"13,33",
15/09/2014,"13,22",
12/09/2014,"13,27",
11/09/2014,"13,25",
10/09/2014,"13,32",
09/09/2014,"13,30",
08/09/2014,"12,96",
05/09/2014,"12,54",
04/09/2014,"12,75",
03/09/2014,"12,90",
02/09/2014,"12,84",
29/08/2014,"12,95",
28/08/2014,"12,97",
27/08/2014,"12,71",
26/08/2014,"12,40",
25/08/2014,"12,16",
22/08/2014,"12,38",
21/08/2014,"12,19",
20/08/2014,"11,78",
19/08/2014,"11,75",
15/08/2014,"11,60",
14/08/2014,"11,47",
13/08/2014,"11,31",
12/08/2014,"10,76",
11/08/2014,"10,50",
08/08/2014,"10,56",
07/08/2014,"10,42",
06/08/2014,"10,42",
05/08/2014,"10,35",
04/08/2014,"10,34",
01/08/2014,"10,00",
31/07/2014,"10,12",
30/07/2014,"10,26",
29/07/2014,"10,07",
28/07/2014,"9,80",
25/07/2014,"9,81",
24/07/2014,"9,93",
23/07/2014,"9,91",
22/07/2014,"9,96",
21/07/2014,"9,98",
18/07/2014,"10,08",
17/07/2014,"10,11",
16/07/2014,"10,13",
15/07/2014,"10,12",
14/07/2014,"9,88",
11/07/2014,"9,93",
10/07/2014,"10,08",
08/07/2014,"10,10",
07/07/2014,"10,20",
04/07/2014,"10,10",
03/07/2014,"10,09",
02/07/2014,"10,12",
01/07/2014,"10,11",
30/06/2014,"10,28",
27/06/2014,"10,00",
26/06/2014,"10,05",
25/06/2014,"10,12",
24/06/2014,"10,07",
23/06/2014,"10,25",
19/06/2014,"10,51",
18/06/2014,"10,71",
17/06/2014,"10,38",
16/06/2014,"10,44",
13/06/2014,"10,63",
12/06/2014,"10,51",
11/06/2014,"10,60",
10/06/2014,"10,68",
09/06/2014,"10,50",
06/06/2014,"10,59",
05/06/2014,"10,56",
04/06/2014,"10,65",
03/06/2014,"10,77",
02/06/2014,"10,88",
30/05/2014,"11,13",
29/05/2014,"11,27",
28/05/2014,"11,20",
27/05/2014,"10,81",
26/05/2014,"10,81",
23/05/2014,"10,87",
22/05/2014,"10,77",
21/05/2014,"10,92",
20/05/2014,"10,76",
19/05/2014,"10,30",
16/05/2014,"10,19",
15/05/2014,"10,13",
14/05/2014,"9,86",
13/05/2014,"9,68",
12/05/2014,"9,77",
09/05/2014,"9,66",
08/05/2014,"9,61",
07/05/2014,"9,85",
06/05/2014,"9,84",
05/05/2014,"9,96",
30/04/2014,"10,12",
29/04/2014,"10,02",
28/04/2014,"9,73",
25/04/2014,"9,67",
24/04/2014,"9,59",
23/04/2014,"9,64",
22/04/2014,"9,67",
21/04/2014,"9,75",
16/04/2014,"9,62",
15/04/2014,"9,59",
14/04/2014,"9,66",
11/04/2014,"9,61",
10/04/2014,"9,52",
09/04/2014,"9,60",
08/04/2014,"9,67",
07/04/2014,"9,65",
04/04/2014,"9,93",
03/04/2014,"10,01",
01/04/2014,"10,17",
31/03/2014,"10,00",
28/03/2014,"10,02",
27/03/2014,"10,21",
26/03/2014,"10,29",
25/03/2014,"10,30",
21/03/2014,"10,27",
20/03/2014,"10,29",
19/03/2014,"10,14",
18/03/2014,"10,14",
17/03/2014,"10,28",
14/03/2014,"10,39",
13/03/2014,"10,28",
12/03/2014,"10,40",
11/03/2014,"10,19",
10/03/2014,"10,07",
07/03/2014,"10,20",
06/03/2014,"10,32",
05/03/2014,"10,35",
28/02/2014,"10,34",
27/02/2014,"10,50",
26/02/2014,"10,51",
25/02/2014,"10,40",
24/02/2014,"10,55",
21/02/2014,"10,58",
20/02/2014,"10,55",
19/02/2014,"10,50",
18/02/2014,"10,77",
14/02/2014,"10,87",
13/02/2014,"10,95",
12/02/2014,"10,87",
11/02/2014,"10,74",
10/02/2014,"10,80",
07/02/2014,"11,62",
06/02/2014,"12,00",
05/02/2014,"12,43",
04/02/2014,"12,65",
03/02/2014,"12,00",
31/01/2014,"11,54",
30/01/2014,"11,27",
29/01/2014,"10,83",
28/01/2014,"10,93",
27/01/2014,"11,00",
24/01/2014,"11,00",
23/01/2014,"10,30",
22/01/2014,"10,11",
21/01/2014,"10,23",
17/01/2014,"9,95",
16/01/2014,"9,71",
15/01/2014,"9,60",
14/01/2014,"9,60",
13/01/2014,"9,30",
10/01/2014,"9,15",
09/01/2014,"9,22",
08/01/2014,"9,00",
07/01/2014,"9,00",
06/01/2014,"9,00",
03/01/2014,"8,89",
02/01/2014,"8,88",
30/12/2013,"8,70",
27/12/2013,"8,51",
26/12/2013,"8,58",
23/12/2013,"8,48",
20/12/2013,"8,47",
19/12/2013,"8,53",
18/12/2013,"8,55",
17/12/2013,"8,46",
16/12/2013,"8,56",
13/12/2013,"8,46",
12/12/2013,"8,44",
11/12/2013,"8,44",
10/12/2013,"8,58",
09/12/2013,"8,53",
06/12/2013,"8,55",
05/12/2013,"8,48",
04/12/2013,"8,40",
03/12/2013,"8,32",
02/12/2013,"8,52",
29/11/2013,"8,72",
27/11/2013,"8,87",
26/11/2013,"8,97",
22/11/2013,"8,93",
21/11/2013,"8,95",
20/11/2013,"9,05",
19/11/2013,"9,15",
18/11/2013,"9,20",
15/11/2013,"9,25",
14/11/2013,"9,25",
13/11/2013,"9,30",
12/11/2013,"9,23",
11/11/2013,"9,17",
08/11/2013,"9,20",
07/11/2013,"9,32",
05/11/2013,"9,18",
04/11/2013,"9,22",
01/11/2013,"9,17",
31/10/2013,"9,16",
30/10/2013,"9,11",
29/10/2013,"9,30",
28/10/2013,"9,40",
25/10/2013,"9,35",
24/10/2013,"9,35",
23/10/2013,"9,27",
22/10/2013,"9,27",
21/10/2013,"9,20",
18/10/2013,"9,10",
17/10/2013,"9,00",
16/10/2013,"9,00",
15/10/2013,"9,10",
11/10/2013,"9,10",
10/10/2013,"9,05",
09/10/2013,"9,05",
08/10/2013,"9,05",
07/10/2013,"9,10",
04/10/2013,"9,05",
03/10/2013,"9,05",
02/10/2013,"9,00",
01/10/2013,"8,98",
30/09/2013,"9,00",
27/09/2013,"9,00",
26/09/2013,"9,10",
25/09/2013,"9,22",
24/09/2013,"9,25",
23/09/2013,"9,22",
20/09/2013,"9,27",
19/09/2013,"9,27",
18/09/2013,"9,30",
17/09/2013,"9,30",
16/09/2013,"9,05",
13/09/2013,"9,00",
12/09/2013,"9,00",
11/09/2013,"8,87",
10/09/2013,"8,87",
09/09/2013,"8,88",
06/09/2013,"8,88",
05/09/2013,"8,88",
04/09/2013,"8,89",
03/09/2013,"8,82",
02/09/2013,"8,70",
30/08/2013,"8,55",
29/08/2013,"8,75",
28/08/2013,"8,74",
27/08/2013,"8,57",
26/08/2013,"8,55",
23/08/2013,"8,51",
22/08/2013,"8,55",
21/08/2013,"8,54",
20/08/2013,"8,50",
16/08/2013,"8,50",
15/08/2013,"8,50",
14/08/2013,"8,57",
13/08/2013,"8,57",
12/08/2013,"8,50",
09/08/2013,"8,55",
08/08/2013,"8,56",
07/08/2013,"8,32",
06/08/2013,"8,30",
05/08/2013,"8,30",
02/08/2013,"8,23",
01/08/2013,"8,23",
31/07/2013,"8,53",
30/07/2013,"8,32",
29/07/2013,"8,30",
26/07/2013,"8,32",
25/07/2013,"8,35",
24/07/2013,"8,31",
23/07/2013,"8,31",
22/07/2013,"8,32",
19/07/2013,"8,27",
18/07/2013,"8,55",
17/07/2013,"8,54",
16/07/2013,"8,48",
15/07/2013,"8,33",
12/07/2013,"8,20",
11/07/2013,"8,12",
10/07/2013,"8,17",
08/07/2013,"7,92",
05/07/2013,"7,86",
04/07/2013,"7,40",
03/07/2013,"7,59",
02/07/2013,"7,63",
01/07/2013,"7,90",
28/06/2013,"7,65",
27/06/2013,"7,88",
26/06/2013,"8,10",
25/06/2013,"8,18",
24/06/2013,"8,25",
19/06/2013,"7,87",
18/06/2013,"7,90",
17/06/2013,"8,02",
14/06/2013,"8,05",
13/06/2013,"8,16",
12/06/2013,"8,27",
11/06/2013,"8,28",
10/06/2013,"8,36",
07/06/2013,"8,41",
06/06/2013,"8,35",
05/06/2013,"8,30",
30/05/2013,"8,32",
29/05/2013,"8,34",
27/05/2013,"8,53",
24/05/2013,"8,62",
23/05/2013,"8,51",
22/05/2013,"8,66",
21/05/2013,"8,87",
20/05/2013,"8,83",
17/05/2013,"9,06",
16/05/2013,"9,02",
15/05/2013,"8,59",
14/05/2013,"8,71",
13/05/2013,"9,01",
10/05/2013,"9,24",
09/05/2013,"9,55",
08/05/2013,"9,54",
07/05/2013,"9,43",
06/05/2013,"9,47",
03/05/2013,"9,31",
02/05/2013,"9,31",
30/04/2013,"9,21",
29/04/2013,"9,16",
26/04/2013,"9,01",
25/04/2013,"8,85",
24/04/2013,"8,90",
23/04/2013,"8,93",
22/04/2013,"8,93",
19/04/2013,"9,04",
18/04/2013,"9,05",
17/04/2013,"8,93",
16/04/2013,"8,87",
15/04/2013,"8,73",
12/04/2013,"8,63",
11/04/2013,"8,52",
10/04/2013,"8,48",
09/04/2013,"8,44",
08/04/2013,"8,45",
05/04/2013,"8,41",
04/04/2013,"8,44",
03/04/2013,"8,54",
27/03/2013,"8,50",
26/03/2013,"8,48",
25/03/2013,"8,40",
22/03/2013,"8,59",
21/03/2013,"8,48",
20/03/2013,"8,37",
19/03/2013,"8,44",
18/03/2013,"8,49",
15/03/2013,"8,47",
14/03/2013,"8,36",
13/03/2013,"8,34",
12/03/2013,"8,33",
11/03/2013,"8,20",
08/03/2013,"8,15",
07/03/2013,"8,03",
06/03/2013,"8,06",
05/03/2013,"7,92",
04/03/2013,"8,06",
01/03/2013,"8,08",
28/02/2013,"7,78",
27/02/2013,"7,82",
26/02/2013,"7,94",
25/02/2013,"7,73",
22/02/2013,"7,67",
21/02/2013,"7,75",
19/02/2013,"7,72",
15/02/2013,"7,62",
14/02/2013,"7,71",
13/02/2013,"7,69",
08/02/2013,"7,76",
07/02/2013,"7,70",
06/02/2013,"7,77",
05/02/2013,"7,87",
04/02/2013,"7,83",
01/02/2013,"7,71",
30/01/2013,"7,68",
29/01/2013,"7,62",
28/01/2013,"7,53",
25/01/2013,"7,51",
24/01/2013,"7,46",
23/01/2013,"7,38",
22/01/2013,"7,35",
18/01/2013,"7,31",
17/01/2013,"7,33",
16/01/2013,"7,25",
15/01/2013,"7,18",
14/01/2013,"7,16",
11/01/2013,"7,13",
10/01/2013,"7,03",
09/01/2013,"7,03",
08/01/2013,"6,87",
07/01/2013,"6,83",
04/01/2013,"6,82",
03/01/2013,"6,68",
02/01/2013,"6,67",
